name,value,year,lastValue,rank
JuJu Smith-Schuster,132.8,12,107.9,22
Adrian Peterson,131.5,12,127.1,23
Joe Mixon,127.6,12,112.1,24
Zach Ertz,125.5,12,110.4,25
Robert Woods,125.5,12,125.5,26
Emmanuel Sanders,125.32,12,110.72,27
Brandin Cooks,124.5,12,124.5,28
Nick Chubb,123.5,12,98.7,29
Eric Ebron,122.9,12,106.4,30
Stefon Diggs,121.8,12,106.9,31
Tyler Boyd,120.4,12,105.9,32
Tevin Coleman,119.4,12,111.1,33
Tyler Lockett,118.9,12,102.4,34
Matt Breida,117.6,12,103.6,35
Aaron Jones,116.8,12,101.5,36
Keenan Allen,114.3,12,101.1,37
Lamar Miller,112.5,12,89.8,38
Kenny Golladay,111.2,12,102.2,39
Calvin Ridley,111.2,12,97.9,40
Tarik Cohen,110.8,12,98.9,41
Kenyan Drake,110.6,12,89,42
T.J. Yeldon,108.8,12,105.5,43
Isaiah Crowell,108.3,12,102.3,44
DeSean Jackson,107.5,12,105,45
Kerryon Johnson,107.4,12,107.4,46
T.Y. Hilton,107,12,94.5,47
George Kittle,103.3,12,97.5,48
A.J. Green,102.7,12,102.7,49
Austin Ekeler,98.3,12,82,50
Marlon Mack,98,12,88.4,51
Cooper Kupp,95.1,12,95.1,52
Alex Collins,93.6,12,93.6,53
Corey Davis,92.4,12,72.9,54
Chris Carson,92.3,12,80,55
Jordan Howard,91.8,12,90.3,56
Jared Cook,90.9,12,81.7,57
Sony Michel,90.9,12,70.4,58
Latavius Murray,90.7,12,87.4,59
Peyton Barber,90.1,12,77.8,60
John Brown,89.3,12,86.8,61
Amari Cooper,87.8,12,#N/A,62
O.J. Howard,86.5,12,86.5,63
Mike Williams,85.5,12,71,64
Mark Ingram,85.4,12,78.8,65
Dion Lewis,83.9,12,79.8,66
Sterling Shepard,83.7,12,80,67
Golden Tate,82.8,12,79.8,68
Dede Westbrook,81.8,12,67.1,69
Chris Godwin,81.5,12,77.3,70
Marvin Jones,80.8,12,80.8,71
Carlos Hyde,80.4,12,77.1,72
Demaryius Thomas,80.1,12,64.3,73
Adam Humphries,79.6,12,68.2,74
Larry Fitzgerald,78,12,69,75
D.J. Moore,77.4,12,67.6,76
Jarvis Landry,77,12,74,77
Mike Davis,76,12,74.6,78
Julian Edelman,75.52,12,#N/A,79
Sammy Watkins,75.1,12,75.1,80
Trey Burton,75,12,74.2,81
Leonard Fournette,74.8,12,#N/A,82
Frank Gore,74.5,12,66.8,83
Josh Gordon,74.4,12,67.4,84
LeSean McCoy,74.4,12,69.1,85
Will Fuller,74.3,12,74.3,86
Allen Robinson,73.4,12,69.7,87
Derrick Henry,73.02,12,70.12,88
Christian Kirk,72.8,12,68.7,89
Mohamed Sanu,72.8,12,65.1,90
David Moore,71.8,12,#N/A,91
Anthony Miller,71.62,12,67.2,92
Nyheim Hines,71.1,12,66.1,93
Albert Wilson,70.78,12,70.78,94
Alshon Jeffery,70.1,12,66.2,95
Duke Johnson,70.1,12,66.2,96
Taylor Gabriel,70,12,65.1,97
Devin Funchess,69.6,12,69.6,98
Tyrell Williams,68.2,12,68.2,99
Michael Crabtree,68,12,#N/A,100
Todd Gurley,282.9,13,254.4,1
Saquon Barkley,229.6,13,215,2
Alvin Kamara,223.7,13,216.5,3
Christian McCaffrey,216.6,13,194.5,4
James Conner,215.6,13,196.2,5
Ezekiel Elliott,209.2,13,189.7,6
Melvin Gordon,207.5,13,207.5,7
Kareem Hunt,204.2,13,204.2,8
Tyreek Hill,195.7,13,190.7,9
Davante Adams,177.5,13,162.2,10
Antonio Brown,174.8,13,153.4,11
Adam Thielen,172.6,13,163.8,12
Phillip Lindsay,166.6,13,138.7,13
Travis Kelce,160.2,13,133.4,14
James White,158.8,13,147,15
Michael Thomas,156,13,152,16
DeAndre Hopkins,154.8,13,145.7,17
Odell Beckham,153.34,13,137.88,18
David Johnson,152.9,13,145.7,19
Julio Jones,147.5,13,145.7,20
Adrian Peterson,147.3,13,131.5,21
Mike Evans,140.1,13,135.3,22
Robert Woods,139.3,13,125.5,23
JuJu Smith-Schuster,137.7,13,132.8,24
Keenan Allen,137.1,13,114.3,25
Joe Mixon,137.1,13,127.6,26
Nick Chubb,136.7,13,123.5,27
Zach Ertz,133.8,13,125.5,28
Tarik Cohen,133.44,13,110.8,29
Tyler Lockett,131.1,13,118.9,30
Brandin Cooks,130.7,13,124.5,31
Tyler Boyd,130.1,13,120.4,32
Eric Ebron,128.1,13,122.9,33
Aaron Jones,128,13,116.8,34
Emmanuel Sanders,127.22,13,125.32,35
Stefon Diggs,126.7,13,121.8,36
Lamar Miller,124,13,112.5,37
Matt Breida,123.3,13,117.6,38
Kenyan Drake,121,13,110.6,39
Tevin Coleman,120.5,13,119.4,40
Isaiah Crowell,119,13,108.3,41
Kenny Golladay,116.2,13,111.2,42
T.J. Yeldon,115.3,13,108.8,43
T.Y. Hilton,114.7,13,107,44
Calvin Ridley,113.4,13,111.2,45
George Kittle,110.3,13,103.3,46
DeSean Jackson,107.5,13,107.5,47
Kerryon Johnson,107.4,13,107.4,48
Jared Cook,106.9,13,90.9,49
Corey Davis,103.8,13,92.4,50
A.J. Green,103.4,13,102.7,51
Chris Carson,103.1,13,92.3,52
Austin Ekeler,102.6,13,98.3,53
Marlon Mack,101.3,13,98,54
Jordan Howard,99.8,13,91.8,55
Golden Tate,99.3,13,82.8,56
Peyton Barber,98.6,13,90.1,57
Sony Michel,97.9,13,90.9,58
Chris Godwin,97.6,13,81.5,59
Cooper Kupp,95.1,13,95.1,60
Alex Collins,93.6,13,93.6,61
Amari Cooper,93.4,13,87.8,62
Latavius Murray,92.1,13,90.7,63
Adam Humphries,91.7,13,79.6,64
Mike Williams,90.7,13,85.5,65
John Brown,89.3,13,89.3,66
Mark Ingram,88.2,13,85.4,67
Jarvis Landry,87.3,13,77,68
Dion Lewis,87.3,13,83.9,69
O.J. Howard,86.5,13,86.5,70
Sterling Shepard,86.5,13,83.7,71
Josh Gordon,86.2,13,74.4,72
Dede Westbrook,84.2,13,81.8,73
D.J. Moore,83.9,13,77.4,74
Derrick Henry,83.52,13,73.02,75
Demaryius Thomas,83.3,13,80.1,76
Larry Fitzgerald,82.8,13,78,77
Carlos Hyde,82.1,13,80.4,78
Julian Edelman,81.52,13,75.52,79
Allen Robinson,81.3,13,73.4,80
Marvin Jones,80.8,13,80.8,81
LeSean McCoy,80.8,13,74.4,82
Christian Kirk,80.5,13,72.8,83
Austin Hooper,78,13,#N/A,84
Anthony Miller,77.72,13,71.62,85
Frank Gore,77.6,13,74.5,86
Mike Davis,77,13,76,87
Devin Funchess,76.6,13,69.6,88
Nyheim Hines,76.6,13,71.1,89
Mohamed Sanu,76.5,13,72.8,90
Sammy Watkins,75.1,13,75.1,91
Trey Burton,75,13,75,92
Leonard Fournette,74.8,13,74.8,93
Will Fuller,74.3,13,74.3,94
Courtland Sutton,73.8,13,#N/A,95
Alshon Jeffery,73.2,13,70.1,96
Zay Jones,71.9,13,#N/A,97
David Moore,71.8,13,71.8,98
Donte Moncrief,71.7,13,#N/A,99
Michael Crabtree,71.6,13,68,100
Todd Gurley,288.7,14,282.9,1
Saquon Barkley,255.3,14,229.6,2
Christian McCaffrey,238.7,14,216.6,3
Alvin Kamara,234.4,14,223.7,4
Ezekiel Elliott,228.4,14,209.2,5
James Conner,215.6,14,215.6,6
Tyreek Hill,210.2,14,195.7,7
Melvin Gordon,207.5,14,207.5,8
Kareem Hunt,204.2,14,204.2,9
Davante Adams,191.6,14,177.5,10
Adam Thielen,180.4,14,172.6,11
Antonio Brown,178.3,14,174.8,12
Phillip Lindsay,177.7,14,166.6,13
Travis Kelce,173.9,14,160.2,14
Julio Jones,170.1,14,147.5,15
Michael Thomas,165.8,14,156,16
DeAndre Hopkins,164.4,14,154.8,17
JuJu Smith-Schuster,162.7,14,137.7,18
James White,161.6,14,158.8,19
David Johnson,159,14,152.9,20
Joe Mixon,156.9,14,137.1,21
Odell Beckham,153.34,14,153.34,22
Nick Chubb,151,14,136.7,23
Keenan Allen,150.9,14,137.1,24
Adrian Peterson,149.2,14,147.3,25
Mike Evans,148.7,14,140.1,26
Robert Woods,145.4,14,139.3,27
Aaron Jones,144.6,14,128,28
Tarik Cohen,142.34,14,133.44,29
Eric Ebron,140.6,14,128.1,30
Zach Ertz,137.6,14,133.8,31
George Kittle,137.3,14,110.3,32
Tyler Lockett,137,14,131.1,33
Tyler Boyd,135.3,14,130.1,34
Lamar Miller,135.2,14,124,35
Kenyan Drake,134.9,14,121,36
Stefon Diggs,134.8,14,126.7,37
T.Y. Hilton,134.6,14,114.7,38
Amari Cooper,133.1,14,93.4,39
Brandin Cooks,132.9,14,130.7,40
Derrick Henry,131.32,14,83.52,41
Emmanuel Sanders,127.22,14,127.22,42
Tevin Coleman,124.6,14,120.5,43
Matt Breida,123.3,14,123.3,44
Isaiah Crowell,119.7,14,119,45
Jared Cook,118.5,14,106.9,46
Chris Carson,118.1,14,103.1,47
Austin Ekeler,118,14,102.6,48
T.J. Yeldon,117,14,115.3,49
Kenny Golladay,116.7,14,116.2,50
Calvin Ridley,114.4,14,113.4,51
Marlon Mack,110.6,14,101.3,52
Jordan Howard,110.1,14,99.8,53
Jarvis Landry,108.4,14,87.3,54
DeSean Jackson,107.5,14,107.5,55
Kerryon Johnson,107.4,14,107.4,56
Corey Davis,105.9,14,103.8,57
Sony Michel,103.6,14,97.9,58
A.J. Green,103.4,14,103.4,59
Peyton Barber,103,14,98.6,60
Golden Tate,100,14,99.3,61
Mark Ingram,99.5,14,88.2,62
Dede Westbrook,99,14,84.2,63
Chris Godwin,98.9,14,97.6,64
John Brown,97.6,14,89.3,65
Julian Edelman,96.12,14,81.52,66
Adam Humphries,95.9,14,91.7,67
Josh Gordon,95.8,14,86.2,68
Mike Williams,95.2,14,90.7,69
Cooper Kupp,95.1,14,95.1,70
Sterling Shepard,94.2,14,86.5,71
Alex Collins,93.6,14,93.6,72
Dion Lewis,92.5,14,87.3,73
Latavius Murray,92.5,14,92.1,74
D.J. Moore,90.6,14,83.9,75
Frank Gore,89.2,14,77.6,76
Kenny Stills,88.4,14,#N/A,77
Larry Fitzgerald,88.3,14,82.8,78
Demaryius Thomas,88.1,14,83.3,79
O.J. Howard,86.5,14,86.5,80
Allen Robinson,85.5,14,81.3,81
Alshon Jeffery,84.2,14,73.2,82
Carlos Hyde,82.1,14,82.1,83
Mohamed Sanu,81.9,14,76.5,84
Austin Hooper,81.7,14,78,85
LeSean McCoy,80.9,14,80.8,86
Marvin Jones,80.8,14,80.8,87
Christian Kirk,80.5,14,80.5,88
Mike Davis,79.7,14,77,89
Rob Gronkowski,79.7,14,#N/A,90
Leonard Fournette,78.9,14,74.8,91
Nyheim Hines,78.3,14,76.6,92
Curtis Samuel,78,14,#N/A,93
Anthony Miller,77.72,14,77.72,94
Trey Burton,77.2,14,75,95
Devin Funchess,76.6,14,76.6,96
Donte Moncrief,76.4,14,71.7,97
Courtland Sutton,75.1,14,73.8,98
Sammy Watkins,75.1,14,75.1,99
Michael Crabtree,74.7,14,71.6,100
Todd Gurley,313.1,15,288.7,1
Saquon Barkley,260.9,15,255.3,2
Christian McCaffrey,256.7,15,238.7,3
Alvin Kamara,250.7,15,234.4,4
Ezekiel Elliott,241.2,15,228.4,5
James Conner,215.6,15,215.6,6
Tyreek Hill,214.3,15,210.2,7
Melvin Gordon,207.5,15,207.5,8
Davante Adams,205.5,15,191.6,9
Kareem Hunt,204.2,15,204.2,10
DeAndre Hopkins,193.4,15,164.4,11
Antonio Brown,189.2,15,178.3,12
Julio Jones,184.3,15,170.1,13
Adam Thielen,182.3,15,180.4,14
Phillip Lindsay,182.1,15,177.7,15
Joe Mixon,181.9,15,156.9,16
Travis Kelce,180,15,173.9,17
David Johnson,175.1,15,159,18
Michael Thomas,170.7,15,165.8,19
JuJu Smith-Schuster,166.7,15,162.7,20
James White,165.3,15,161.6,21
Nick Chubb,161,15,151,22
Mike Evans,160.8,15,148.7,23
Derrick Henry,160.56,15,131.32,24
Adrian Peterson,156.3,15,149.2,25
Robert Woods,154.7,15,145.4,26
Odell Beckham,153.34,15,153.34,27
Tarik Cohen,151.84,15,142.34,28
Keenan Allen,150.9,15,150.9,29
Stefon Diggs,146.6,15,134.8,30
Aaron Jones,145.4,15,144.6,31
Tyler Boyd,145.1,15,135.3,32
Tevin Coleman,145.1,15,124.6,33
T.Y. Hilton,143.1,15,134.6,34
Tyler Lockett,142.6,15,137,35
George Kittle,142.4,15,137.3,36
Eric Ebron,141.4,15,140.6,37
Zach Ertz,139.8,15,137.6,38
Chris Carson,138.9,15,118.1,39
Brandin Cooks,138.8,15,132.9,40
Kenyan Drake,138.3,15,134.9,41
Amari Cooper,137.4,15,133.1,42
Lamar Miller,136,15,135.2,43
Marlon Mack,135.5,15,110.6,44
Matt Breida,132.9,15,123.3,45
Kenny Golladay,131.3,15,116.7,46
Emmanuel Sanders,127.22,15,127.22,47
Mike Williams,124.7,15,95.2,48
Jordan Howard,123.6,15,110.1,49
Jared Cook,120.8,15,118.5,50
Isaiah Crowell,119.7,15,119.7,51
Calvin Ridley,118.6,15,114.4,52
T.J. Yeldon,118.1,15,117,53
Austin Ekeler,118,15,118,54
Peyton Barber,117.9,15,103,55
Jarvis Landry,112.1,15,108.4,56
Sony Michel,109.5,15,103.6,57
Corey Davis,109.2,15,105.9,58
Dede Westbrook,109.1,15,99,59
DeSean Jackson,107.5,15,107.5,60
Kerryon Johnson,107.4,15,107.4,61
Mark Ingram,106.9,15,99.5,62
Latavius Murray,105.3,15,92.5,63
Julian Edelman,105.12,15,96.12,64
Golden Tate,104.3,15,100,65
A.J. Green,103.4,15,103.4,66
Alshon Jeffery,100.2,15,84.2,67
Chris Godwin,98.9,15,98.9,68
John Brown,98.5,15,97.6,69
Adam Humphries,98.2,15,95.9,70
Sterling Shepard,97.9,15,94.2,71
Josh Gordon,97.7,15,95.8,72
Dion Lewis,96.9,15,92.5,73
Larry Fitzgerald,96.5,15,88.3,74
Dalvin Cook,95.2,15,#N/A,75
Cooper Kupp,95.1,15,95.1,76
Demaryius Thomas,94,15,88.1,77
Alex Collins,93.6,15,93.6,78
D.J. Moore,92,15,90.6,79
Allen Robinson,90.9,15,85.5,80
Frank Gore,90.6,15,89.2,81
Kenny Stills,90.1,15,88.4,82
Mike Davis,88.1,15,79.7,83
Trey Burton,86.8,15,77.2,84
O.J. Howard,86.5,15,86.5,85
Mohamed Sanu,86,15,81.9,86
Leonard Fournette,85.3,15,78.9,87
Nyheim Hines,84.7,15,78.3,88
Robby Anderson,84,15,#N/A,89
Carlos Hyde,82.1,15,82.1,90
Rob Gronkowski,81.8,15,79.7,91
Austin Hooper,81.7,15,81.7,92
LeSean McCoy,80.9,15,80.9,93
Marvin Jones,80.8,15,80.8,94
Christian Kirk,80.5,15,80.5,95
Curtis Samuel,80.5,15,78,96
Wendell Smallwood,79.4,15,#N/A,97
Courtland Sutton,79.3,15,75.1,98
Jordy Nelson,78.6,15,#N/A,99
Tyrell Williams,78.1,15,#N/A,100
Todd Gurley,313.1,16,313.1,1
Saquon Barkley,274.6,16,260.9,2
Christian McCaffrey,274.5,16,256.7,3
Alvin Kamara,273.2,16,250.7,4
Ezekiel Elliott,252.1,16,241.2,5
Tyreek Hill,223.4,16,214.3,6
Antonio Brown,219.7,16,189.2,7
Melvin Gordon,218.9,16,207.5,8
Davante Adams,218.6,16,205.5,9
James Conner,215.6,16,215.6,10
Kareem Hunt,204.2,16,204.2,11
DeAndre Hopkins,203.8,16,193.4,12
Julio Jones,193.1,16,184.3,13
Adam Thielen,190.6,16,182.3,14
Joe Mixon,189.7,16,181.9,15
David Johnson,187.8,16,175.1,16
Phillip Lindsay,187.8,16,182.1,17
Michael Thomas,187.6,16,170.7,18
Travis Kelce,185.4,16,180,19
Robert Woods,177.1,16,154.7,20
James White,176.7,16,165.3,21
JuJu Smith-Schuster,176.2,16,166.7,22
Mike Evans,175.8,16,160.8,23
Derrick Henry,175.76,16,160.56,24
Nick Chubb,172.5,16,161,25
Adrian Peterson,169,16,156.3,26
Zach Ertz,162.8,16,139.8,27
Chris Carson,162.5,16,138.9,28
T.Y. Hilton,156.9,16,143.1,29
Keenan Allen,156.7,16,150.9,30
Tarik Cohen,153.74,16,151.84,31
Stefon Diggs,153.6,16,146.6,32
Odell Beckham,153.34,16,153.34,33
Tyler Lockett,152.5,16,142.6,34
Tevin Coleman,150.2,16,145.1,35
George Kittle,149.8,16,142.4,36
Aaron Jones,145.4,16,145.4,37
Marlon Mack,145.3,16,135.5,38
Tyler Boyd,145.1,16,145.1,39
Brandin Cooks,145,16,138.8,40
Eric Ebron,144.2,16,141.4,41
Kenyan Drake,143.7,16,138.3,42
Amari Cooper,139.4,16,137.4,43
Kenny Golladay,137.1,16,131.3,44
Jordan Howard,136.6,16,123.6,45
Lamar Miller,136,16,136,46
Matt Breida,135.5,16,132.9,47
Calvin Ridley,133.6,16,118.6,48
Emmanuel Sanders,127.22,16,127.22,49
Sony Michel,127.1,16,109.5,50
Mike Williams,125.8,16,124.7,51
Peyton Barber,123.5,16,117.9,52
Jared Cook,122.8,16,120.8,53
Jarvis Landry,119.92,16,112.1,54
Isaiah Crowell,119.7,16,119.7,55
Julian Edelman,118.12,16,105.12,56
T.J. Yeldon,118.1,16,118.1,57
Austin Ekeler,118,16,118,58
Mark Ingram,117.2,16,106.9,59
Dede Westbrook,114.5,16,109.1,60
Corey Davis,113.8,16,109.2,61
DeSean Jackson,110.3,16,107.5,62
Sterling Shepard,108.9,16,97.9,63
Alshon Jeffery,108.4,16,100.2,64
Latavius Murray,108.1,16,105.3,65
Kerryon Johnson,107.4,16,107.4,66
Larry Fitzgerald,107.08,16,96.5,67
Adam Humphries,106.1,16,98.2,68
Dalvin Cook,106,16,95.2,69
Golden Tate,105.6,16,104.3,70
Robby Anderson,104,16,84,71
A.J. Green,103.4,16,103.4,72
Mohamed Sanu,103,16,86,73
Chris Godwin,102.8,16,98.9,74
John Brown,101.2,16,98.5,75
Dion Lewis,99.4,16,96.9,76
Leonard Fournette,98.4,16,85.3,77
Allen Robinson,98.3,16,90.9,78
Josh Gordon,97.7,16,97.7,79
Demaryius Thomas,97.7,16,94,80
Cooper Kupp,95.1,16,95.1,81
Nyheim Hines,95,16,84.7,82
D.J. Moore,93.9,16,92,83
Doug Martin,93.8,16,#N/A,84
Alex Collins,93.6,16,93.6,85
Courtland Sutton,91.8,16,79.3,86
Mike Davis,91.2,16,88.1,87
Frank Gore,90.6,16,90.6,88
Kenny Stills,90.6,16,90.1,89
Trey Burton,89.8,16,86.8,90
Doug Baldwin,89.1,16,#N/A,91
Zay Jones,87.9,16,#N/A,92
Carlos Hyde,86.8,16,82.1,93
Jalen Richard,86.8,16,#N/A,94
Anthony Miller,86.52,16,#N/A,95
O.J. Howard,86.5,16,86.5,96
Jordy Nelson,86.1,16,78.6,97
Kyle Rudolph,85.5,16,#N/A,98
Nelson Agholor,85.4,16,#N/A,99
Jamaal Williams,85.4,16,#N/A,100
