name,value,year,lastValue,rank
Visanthe Shiancoe,124.1,2018,124.1,83
C.J. Fiedorowicz,122.1,2018,122.1,84
Rob Housler,120.7,2018,120.7,85
Tyler Kroft,114.1,2018,110.5,86
John Carlson,114,2018,114,87
Chris Cooley,110.6,2018,110.6,88
Michael Hoomanawanui,110.6,2018,110.6,89
Clive Walford,110.6,2018,110.6,90
C.J. Uzomah,106.9,2018,#N/A,91
Will Tye,106.1,2018,106.1,92
Jake Ballard,103.9,2018,103.9,93
Kellen Davis,99.3,2018,99.3,94
Niles Paul,98.2,2018,88.4,95
Craig Stevens,96.8,2018,96.8,96
Demetrius Harris,96.5,2018,#N/A,97
Crockett Gillmore,96.4,2018,96.4,98
Evan Moore,93.2,2018,93.2,99
Gerald Everett,89.8,2018,#N/A,100
